year;Keyword;TRIM;lower;stemmed;final
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1994;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1995;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
1996;;;;;
